MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD (MET/CET);LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;REFERENTIE;NOTITIE_CODE;NOTITIE_OMSCHRIJVING;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME;GROEPERING_OMSCHRIJVING;GROEPERING_CODE;GROEPERING_KANAAL;GROEPERING_TYPE
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;16/06/2008;13:35:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;15/07/2008;08:00:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;18/08/2008;18:16:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;16/09/2008;17:08:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;15/10/2008;16:36:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;13/11/2008;15:06:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;11/12/2008;13:36:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/01/2009;17:36:00;;0,12;+.12E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;13/02/2009;17:59:00;;0,13;+.13E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;11/03/2009;15:35:00;;0,085;+.85E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;10/04/2009;15:56:00;;0,007;+.7E-02;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;13/05/2009;17:45:00;;0,005;+.5E-02;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;11/06/2009;17:26:00;;0,014;+.14E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;13/07/2009;18:56:00;;0,064;+.64E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;12/08/2009;06:36:00;;0,041;+.41E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;10/09/2009;18:25:00;;0,14;+.14E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/10/2009;11:10:00;;0,24;+.24E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;17/11/2009;15:29:00;;0,21;+.21E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Blauwe Slenk oost;BLAUWSOT;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;17/12/2009;15:40:00;;0,14;+.14E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;652065,5092;5899673,033;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;20/01/2000;15:32:00;;0,131;+.131E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;18/02/2000;15:15:00;;0,119;+.119E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;24/11/2000;15:37:00;;0,145;+.145E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;11/12/2000;16:33:00;;0,138;+.138E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;22/01/2001;14:13:00;;0,204;+.204E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;20/02/2001;13:59:00;;0,225;+.225E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;18/05/2001;12:07:00;;0,084;+.84E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;15/11/2001;16:09:00;;0,091;+.91E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;13/12/2001;14:44:00;;0,156;+.156E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;11/01/2002;14:31:00;;0,265;+.265E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;08/02/2002;13:05:00;;0,133;+.133E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;18/11/2002;15:03:00;;0,204;+.204E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;16/12/2002;13:15:00;;0,218;+.218E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;17/01/2003;15:14:00;;0,381;+.381E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/02/2003;14:25:00;;0,311;+.311E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;20/11/2003;12:32:00;;0,184;+.184E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;18/12/2003;10:37:00;;0,208;+.208E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;16/01/2004;09:57:00;;0,271;+.271E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;19/02/2004;14:59:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;10/11/2004;14:00:00;;0,109;+.109E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;07/12/2004;10:58:00;;0,147;+.147E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;21/01/2005;12:55:00;;0,121;+.121E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/11/2005;14:20:00;;1,00E+12;1,00E+12;;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/12/2005;14:50:00;;0,18;+.180E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;11/01/2006;12:57:00;;0,155;+.155E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;07/02/2006;10:23:00;;0,186;+.186E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;10/05/2006;14:03:00;;0,034;+.34E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;17/11/2006;13:18:00;;0,162;+.162E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/12/2006;10:36:00;;0,178;+.178E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;16/01/2007;13:01:00;;0,096;+.96E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/02/2007;12:56:00;;0,162;+.162E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;21/11/2007;12:30:00;;0,128;+.128E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;19/12/2007;10:58:00;;0,189;+.189E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;18/01/2008;11:11:00;;0,134;+.134E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;14/02/2008;08:43:00;;0,164;+.164E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;15/05/2008;12:31:00;;0,055;+.55E-01;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;09/11/2008;12:10:00;;0,119;+.119E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
;Bocht van Watum;BOCHTVWTM;;;(massa)Concentratie;CONCTTE;ammonium;NH4;14798-03-9;mg/l;uitgedrukt in stikstof / opgeloste fractie;Nnf;Oppervlaktewater;OW;;;Nutrienten mbv autoanalyser;other:A090;Steekbemonstering;SB;19/12/2008;09:43:00;;0,177;+.177E+00;Normale waarde;;;;Definitief;RIKZMON_CHEMIE;;;Pomp;68;;;-100;WATSGL;25831;762567,0182;5916783,821;;;;;;;
