BRON/SOURCE:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)/ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)

YYYYMMDD  = datum (YYYY=jaar,MM=maand,DD=dag) / date (YYYY=year,MM=month,DD=day)
HH        = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT / time (HH uur/hour, UT. 12 UT=13 MET, 14 MEZT. Hourly division 05 runs from 04.00 UT to 5.00 UT
DD        = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil, 990=veranderlijk) / Mean wind direction (in degrees) for the 10-minute period preceding the observation time stamp (360=north, 90=east, 180=south, 270=west, 0=calm, 990=variable)
FH        = Windsnelheid (in 0.1 m/s) gemiddeld over het afgelopen uur / Mean wind speed (in 0.1 m/s) for the hour preceding the observation time stamp
FF        = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) for the 10-minute period preceding the observation time stamp
FX        = Hoogste windstoot (3 seconde gemiddelde windsnelheid; in 0.1 m/s) gemeten in het afgelopen uur / Maximum wind gust (3 second mean wind speed; in 0.1 m/s) in the preceding hour
T         = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
TD        = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
P         = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming / Air pressure (in 0.1 hPa) reduced to mean sea level, at the time of observation
VV        = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km) / Horizontal visibility at the time of observation (0=less than 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=more than 70km)
N         = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar) / Cloud cover (in octants), at the time of observation (9=sky invisible)
U         = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming / Relative atmospheric humidity (in percents) at 1.50 m at the time of observation
WW        = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. / Present weather code (00-99), description for the hourly division.
IX        = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen) / Indicator present weather code (1=manned and recorded (using code from visual observations), 2,3=manned and omitted (no significant weather phenomenon to report, not available), 4=automatically recorded (using code from visual observations), 5,6=automatically omitted (no significant weather phenomenon to report, not available), 7=automatically set (using code from automated observations)
M         = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Fog 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
R         = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Rainfall 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
S         = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Snow 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
O         = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Thunder  0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
Y         = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Ice formation 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
TZ        = Zeewater temperatuur (in 0.1 graden Celsius) tijdens de waarneming / Sea surface temperature (in 0.1 degrees Celsius) at the time of observation

# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y,   TZ

  208,20210114,    5,   50,   60,   60,   70,   38,  -22,10190,   82,    7,   64,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,    6,   50,   60,   60,   80,   37,  -26,10193,   83,    7,   63,    2,    7,    0,    0,    0,     ,    0,     
  208,20210114,    7,   60,   60,   50,   70,   35,  -25,10198,   82,    5,   64,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,    8,   60,   50,   50,   80,   34,  -41,10204,   81,    8,   58,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,    9,   90,   50,   50,   70,   31,  -38,10210,   81,    8,   60,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   10,  100,   50,   50,   70,   31,  -41,10214,   83,    8,   59,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   11,  100,   40,   50,   70,   31,  -28,10217,   80,    8,   65,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   12,  100,   60,   60,   80,   25,  -10,10217,   75,    8,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   13,  100,   60,   70,   90,   27,  -10,10215,   75,    8,   76,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   14,  110,   50,   40,   70,   27,  -12,10216,   73,    1,   75,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   15,  110,   50,   50,   60,   23,  -14,10218,   71,    8,   76,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   16,   90,   50,   50,   70,   23,  -28,10222,   80,    8,   69,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   17,  100,   50,   50,   70,   20,  -32,10227,   80,    8,   68,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   18,   90,   50,   50,   70,   21,  -23,10230,   75,    8,   72,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   19,   90,   50,   40,   60,   19,  -39,10236,   80,    8,   65,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   20,  120,   40,   40,   60,   18,  -29,10238,   75,    8,   70,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   21,  120,   50,   50,   70,   18,  -29,10242,   75,    8,   71,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   22,  100,   40,   30,   60,   22,  -27,10247,   75,    8,   70,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   23,  110,   30,   30,   50,   20,  -27,10252,   75,    8,   71,     ,    5,    0,    0,    0,     ,    0,     
  208,20210114,   24,   70,   20,   10,   30,   24,  -23,10254,   75,    8,   70,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,    1,  110,   10,   10,   30,   26,  -21,10255,   75,    8,   71,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,    2,   30,   30,   40,   60,   32,  -32,10257,   83,    8,   62,   23,    7,    0,    1,    0,     ,    0,     
  208,20210115,    3,   20,   30,   40,   60,   30,  -25,10260,   80,    8,   66,    2,    7,    0,    0,    0,     ,    0,     
  208,20210115,    4,   20,   30,   20,   40,   29,  -16,10264,   75,    8,   72,   22,    7,    0,    1,    0,     ,    0,     
  208,20210115,    5,   20,   40,   60,   80,   35,  -27,10264,   83,    8,   63,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,    6,  340,   50,   30,   70,   34,  -24,10268,   80,    8,   65,   51,    7,    0,    1,    0,     ,    0,     
  208,20210115,    7,   90,   50,   30,   80,   23,    0,10274,   70,    8,   85,   22,    7,    0,    1,    0,     ,    0,     
  208,20210115,    8,   20,   50,   60,   90,   39,  -48,10277,   83,    8,   53,   22,    7,    0,    1,    0,     ,    0,     
  208,20210115,    9,   30,   50,   40,   80,   32,  -36,10285,   82,    8,   60,    2,    7,    0,    0,    0,     ,    0,     
  208,20210115,   10,   40,   40,   40,   60,   31,  -31,10292,   83,    8,   63,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   11,   60,   40,   30,   50,   28,  -20,10295,   75,    8,   70,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   12,   70,   30,   20,   40,   29,  -23,10296,   80,    8,   68,    2,    7,    0,    0,    0,     ,    0,     
  208,20210115,   13,   70,   20,   10,   30,   28,  -25,10294,   80,    8,   68,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   14,  100,   10,   10,   20,   27,  -26,10296,   80,    8,   67,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   15,  190,   10,   20,   30,   23,  -21,10296,   75,    8,   73,   51,    7,    0,    1,    0,     ,    0,     
  208,20210115,   16,  210,   30,   20,   40,   19,  -16,10297,   75,    8,   77,   22,    7,    0,    1,    0,     ,    0,     
  208,20210115,   17,  200,   20,   30,   40,   20,  -14,10296,   75,    8,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   18,  210,   20,   20,   30,   18,   -2,10297,   70,    8,   86,    2,    7,    0,    0,    0,     ,    0,     
  208,20210115,   19,  210,   20,   20,   30,   16,    1,10297,   70,    8,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   20,  240,   20,   20,   30,   16,    7,10299,   65,    8,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   21,  210,   30,   30,   40,   19,    9,10297,   65,    8,   92,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   22,  240,   30,   30,   40,   21,   11,10298,   65,    8,   92,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   23,  240,   20,   30,   30,   25,   11,10293,   70,    8,   90,     ,    5,    0,    0,    0,     ,    0,     
  208,20210115,   24,  240,   30,   30,   40,   28,    7,10289,   70,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    1,  190,   30,   20,   40,   30,    0,10284,   75,    8,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    2,  220,   30,   40,   50,   27,    8,10281,   70,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    3,  240,   40,   40,   50,   32,    1,10276,   75,    8,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    4,  250,   40,   40,   50,   35,   -7,10271,   75,    8,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    5,  240,   40,   40,   50,   36,  -19,10265,   80,    8,   67,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    6,  210,   30,   30,   60,   35,  -27,10257,   83,    8,   63,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    7,  210,   40,   50,   70,   24,  -11,10254,   75,    8,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    8,  200,   60,   60,   80,   20,  -14,10248,   75,    8,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,    9,  180,   60,   70,   90,   17,   -6,10239,   70,    8,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,   10,  190,   70,   80,  100,   22,   -7,10235,   70,    8,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,   11,  190,   80,   80,  100,   19,   -1,10227,   68,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,   12,  200,   80,   80,  110,   20,    0,10217,   66,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,   13,  210,   80,   80,  110,   24,  -25,10206,   75,    8,   70,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,   14,  200,   90,   90,  110,   21,  -22,10195,   73,    8,   72,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,   15,  200,   90,  100,  120,   19,  -27,10190,   73,    8,   71,     ,    5,    0,    0,    0,     ,    0,     
  208,20210116,   16,  200,   90,  100,  130,   -2,  -17,10181,    6,    8,   89,   86,    7,    0,    0,    1,     ,    0,     
  208,20210116,   17,  190,  100,   90,  120,   -4,   -8,10174,    8,    8,   97,   72,    7,    0,    0,    1,     ,    0,     
  208,20210116,   18,  190,   90,  100,  110,   -5,   -9,10168,    6,    8,   96,   72,    7,    0,    0,    1,     ,    0,     
  208,20210116,   19,  190,  100,  100,  130,   -3,  -13,10164,   27,    8,   92,   85,    7,    0,    0,    1,     ,    0,     
  208,20210116,   20,  190,  100,   90,  120,   -4,  -13,10161,   36,    8,   93,   85,    7,    0,    0,    1,     ,    0,     
  208,20210116,   21,  190,  100,  100,  120,   -2,  -13,10155,   57,    8,   92,   25,    7,    0,    1,    1,     ,    1,     
  208,20210116,   22,  190,  100,  100,  120,   -1,  -12,10150,   50,    8,   92,   54,    7,    0,    1,    0,     ,    1,     
  208,20210116,   23,  190,  100,  100,  120,    0,  -11,10147,   56,    8,   92,   25,    7,    0,    1,    0,     ,    1,     
  208,20210116,   24,  190,  100,  100,  120,    0,  -10,10140,   49,    8,   93,   10,    7,    0,    0,    0,     ,    0,     
  208,20210117,    1,  190,   90,   90,  120,    0,   -8,10137,   37,    8,   94,   10,    7,    0,    0,    0,     ,    0,     
  208,20210117,    2,  190,   90,   90,  120,    2,   -5,10134,   19,    8,   95,   81,    7,    0,    1,    0,     ,    0,     
  208,20210117,    3,  180,   90,   80,  110,    1,   -3,10129,   19,    8,   96,   81,    7,    0,    1,    1,     ,    0,     
  208,20210117,    4,  180,   70,   70,  100,    3,   -2,10132,   34,    8,   96,   81,    7,    0,    1,    1,     ,    0,     
  208,20210117,    5,  190,   70,   70,   90,    3,   -2,10131,   35,    8,   96,   51,    7,    0,    1,    0,     ,    0,     
  208,20210117,    6,  190,   60,   60,   80,    4,    0,10133,   36,    8,   96,   22,    7,    0,    1,    0,     ,    0,     
  208,20210117,    7,  190,   60,   50,   70,    7,    4,10137,   22,    8,   97,   22,    7,    0,    1,    0,     ,    0,     
  208,20210117,    8,  190,   50,   60,   70,    9,    7,10144,   23,    8,   98,   51,    7,    0,    1,    1,     ,    0,     
  208,20210117,    9,  210,   60,   50,   70,   18,   15,10149,   49,    8,   98,   22,    7,    0,    1,    0,     ,    0,     
  208,20210117,   10,  340,   40,   70,   80,   57,   53,10158,   61,    8,   96,   57,    7,    0,    1,    0,     ,    0,     
  208,20210117,   11,  280,   40,   50,   80,   58,   44,10163,   62,    7,   90,   61,    7,    0,    1,    0,     ,    0,     
  208,20210117,   12,  300,   60,   60,   80,   64,   55,10165,   61,    7,   93,   61,    7,    0,    1,    0,     ,    0,     
  208,20210117,   13,  320,   70,   80,   90,   68,   56,10168,   61,    7,   91,   23,    7,    0,    1,    0,     ,    0,     
  208,20210117,   14,  310,   80,   80,  100,   68,   55,10173,   61,    5,   91,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   15,  310,   80,   80,   90,   67,   55,10181,   61,    6,   91,    3,    7,    0,    0,    0,     ,    0,     
  208,20210117,   16,  310,   80,   70,  100,   67,   51,10187,   61,    2,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   17,  300,   70,   80,   90,   65,   50,10191,   61,    0,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   18,  290,   70,   70,   90,   63,   51,10198,   60,    7,   92,    3,    7,    0,    0,    0,     ,    0,     
  208,20210117,   19,  300,   70,   60,   90,   63,   49,10201,   61,    7,   91,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   20,  290,   50,   60,   70,   62,   48,10203,   61,    8,   90,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   21,  290,   60,   60,   80,   61,   44,10203,   63,    0,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   22,  280,   60,   50,   80,   61,   44,10204,   62,    1,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   23,  290,   60,   60,   80,   61,   40,10206,   65,    5,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210117,   24,  290,   60,   60,   80,   59,   37,10205,   66,    6,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    1,  270,   50,   40,   70,   55,   38,10203,   63,    3,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    2,  260,   40,   50,   60,   44,   33,10198,   61,    7,   92,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    3,  240,   50,   50,   60,   41,   31,10196,   65,    8,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    4,  240,   50,   60,   70,   40,   32,10190,   64,    8,   94,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    5,  230,   60,   70,   80,   40,   30,10187,   62,    7,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    6,  230,   70,   70,   90,   46,   36,10183,   62,    8,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    7,  230,   70,   70,   90,   48,   39,10180,   62,    8,   94,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    8,  230,   70,   70,   90,   46,   37,10179,   63,    8,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,    9,  240,   70,   70,   90,   46,   37,10176,   59,    8,   93,   58,    7,    0,    1,    0,     ,    0,     
  208,20210118,   10,  240,   70,   70,   90,   47,   42,10174,   57,    8,   96,   52,    7,    0,    1,    0,     ,    0,     
  208,20210118,   11,  250,   70,   70,   80,   49,   45,10170,   50,    8,   97,   81,    7,    0,    1,    0,     ,    0,     
  208,20210118,   12,  250,   70,   60,   90,   56,   45,10166,   60,    8,   92,   23,    7,    0,    1,    0,     ,    0,     
  208,20210118,   13,  260,   80,   80,  100,   59,   40,10161,   61,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,   14,  250,   70,   60,  100,   54,   37,10158,   62,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,   15,  260,   60,   70,   80,   58,   35,10156,   63,    7,   85,   22,    7,    0,    1,    0,     ,    0,     
  208,20210118,   16,  260,   80,   80,   90,   58,   32,10157,   63,    8,   83,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,   17,  270,   80,   70,  100,   56,   36,10155,   62,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,   18,  260,   70,   90,  100,   55,   36,10153,   61,    8,   87,   51,    7,    0,    1,    0,     ,    0,     
  208,20210118,   19,  240,   70,   50,  100,   50,   34,10151,   60,    8,   89,   23,    7,    0,    1,    0,     ,    0,     
  208,20210118,   20,  240,   60,   60,   80,   51,   36,10146,   64,    8,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,   21,  230,   60,   70,   80,   49,   35,10144,   66,    8,   90,    2,    7,    0,    0,    0,     ,    0,     
  208,20210118,   22,  220,   70,   70,   90,   47,   31,10136,   65,    8,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,   23,  210,   70,   80,  100,   46,   30,10126,   68,    8,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210118,   24,  210,   90,  100,  120,   45,   33,10113,   64,    8,   91,    2,    7,    0,    0,    0,     ,    0,     
  208,20210119,    1,  210,  100,  100,  130,   46,   41,10099,   33,    8,   96,   81,    7,    0,    1,    0,     ,    0,     
  208,20210119,    2,  210,  120,  120,  150,   50,   45,10080,   20,    8,   96,   62,    7,    0,    1,    0,     ,    0,     
  208,20210119,    3,  210,  120,  120,  160,   50,   45,10065,   25,    8,   96,   62,    7,    0,    1,    0,     ,    0,     
  208,20210119,    4,  210,  130,  130,  170,   45,   39,10051,   39,    8,   95,   62,    7,    0,    1,    0,     ,    0,     
  208,20210119,    5,  210,  120,  110,  160,   46,   40,10040,   31,    8,   96,   81,    7,    0,    1,    0,     ,    0,     
  208,20210119,    6,  210,  110,  130,  160,   47,   40,10018,   27,    8,   95,   62,    7,    0,    1,    0,     ,    0,     
  208,20210119,    7,  210,  130,  130,  180,   50,   45,10006,   43,    8,   95,   62,    7,    0,    1,    0,     ,    0,     
  208,20210119,    8,  210,  120,  110,  170,   54,   49,10000,   57,    8,   96,   61,    7,    0,    1,    0,     ,    0,     
  208,20210119,    9,  210,  110,  100,  150,   56,   49, 9993,   62,    8,   95,   23,    7,    0,    1,    0,     ,    0,     
  208,20210119,   10,  200,  100,   70,  130,   60,   56, 9994,   61,    8,   97,     ,    5,    0,    0,    0,     ,    0,     
  208,20210119,   11,  250,   70,   60,   80,   63,   60, 9995,   47,    8,   98,   22,    7,    0,    1,    0,     ,    0,     
  208,20210119,   12,  270,   80,   80,  100,   68,   65, 9999,   59,    8,   98,   10,    7,    0,    0,    0,     ,    0,     
  208,20210119,   13,  240,   70,   60,   90,   63,   61,10000,   58,    8,   98,   10,    7,    0,    0,    0,     ,    0,     
  208,20210119,   14,  240,   70,   70,   90,   65,   63, 9998,   48,    8,   98,   81,    7,    0,    1,    0,     ,    0,     
  208,20210119,   15,  240,   80,   70,   90,   63,   61, 9999,   43,    8,   98,   62,    7,    0,    1,    0,     ,    0,     
  208,20210119,   16,  240,   70,   60,   90,   62,   59,10001,   32,    8,   98,   52,    7,    0,    1,    0,     ,    0,     
  208,20210119,   17,  230,   80,  100,  120,   68,   64, 9998,   60,    8,   97,   22,    7,    0,    1,    0,     ,    0,     
  208,20210119,   18,  230,  110,  110,  140,   79,   69, 9996,   62,    8,   93,   23,    7,    0,    1,    0,     ,    0,     
  208,20210119,   19,  220,  120,  130,  160,   79,   65, 9996,   61,    8,   90,     ,    5,    0,    0,    0,     ,    0,     
  208,20210119,   20,  220,  130,  130,  160,   80,   67, 9995,   61,    8,   91,   51,    7,    0,    1,    0,     ,    0,     
  208,20210119,   21,  220,  130,  120,  160,   79,   66, 9990,   62,    8,   91,   51,    7,    0,    1,    0,     ,    0,     
  208,20210119,   22,  210,  120,  120,  160,   80,   64, 9981,   65,    8,   90,   22,    7,    0,    1,    0,     ,    0,     
  208,20210119,   23,  210,  120,  130,  170,   71,   60, 9973,   22,    8,   92,   81,    7,    0,    1,    0,     ,    0,     
  208,20210119,   24,  210,  140,  140,  190,   67,   58, 9966,   48,    8,   93,   81,    7,    0,    1,    0,     ,    0,     
  208,20210120,    1,  210,  140,  130,  190,   66,   55, 9960,   57,    8,   92,   81,    7,    0,    1,    0,     ,    0,     
  208,20210120,    2,  210,  140,  150,  190,   68,   52, 9953,   64,    8,   89,   23,    7,    0,    1,    0,     ,    0,     
  208,20210120,    3,  210,  150,  150,  200,   68,   52, 9947,   59,    8,   89,   51,    7,    0,    1,    0,     ,    0,     
  208,20210120,    4,  210,  150,  150,  200,   68,   53, 9943,   61,    8,   90,   22,    7,    0,    1,    0,     ,    0,     
  208,20210120,    5,  210,  150,  140,  200,   69,   55, 9940,   61,    8,   90,   81,    7,    0,    1,    0,     ,    0,     
  208,20210120,    6,  210,  140,  140,  180,   71,   57, 9933,   61,    8,   91,   23,    7,    0,    1,    0,     ,    0,     
  208,20210120,    7,  210,  140,  140,  170,   72,   58, 9932,   59,    8,   91,   81,    7,    0,    1,    0,     ,    0,     
  208,20210120,    8,  210,  150,  150,  190,   71,   59, 9928,   50,    8,   92,   61,    7,    0,    1,    0,     ,    0,     
  208,20210120,    9,  210,  140,  130,  200,   73,   59, 9932,   35,    8,   90,   81,    7,    0,    1,    0,     ,    0,     
  208,20210120,   10,  210,  140,  140,  180,   73,   63, 9930,   56,    8,   93,   61,    7,    0,    1,    0,     ,    0,     
  208,20210120,   11,  210,  140,  150,  190,   78,   63, 9924,   70,    8,   90,   23,    7,    0,    1,    0,     ,    0,     
  208,20210120,   12,  210,  150,  140,  210,   80,   55, 9922,   70,    8,   84,    2,    7,    0,    0,    0,     ,    0,     
  208,20210120,   13,  210,  140,  140,  180,   83,   50, 9917,   75,    8,   79,     ,    5,    0,    0,    0,     ,    0,     
  208,20210120,   14,  210,  150,  150,  200,   84,   45, 9909,   75,    8,   76,   22,    7,    0,    1,    0,     ,    0,     
  208,20210120,   15,  200,  140,  130,  190,   83,   48, 9908,   75,    8,   78,   81,    7,    0,    1,    0,     ,    0,     
  208,20210120,   16,  190,  140,  140,  180,   89,   41, 9902,   75,    8,   72,   23,    7,    0,    1,    0,     ,    0,     
  208,20210120,   17,  190,  140,  140,  170,   86,   36, 9901,   75,    6,   71,     ,    5,    0,    0,    0,     ,    0,     
  208,20210120,   18,  190,  140,  140,  170,   87,   30, 9896,   80,    8,   67,    3,    7,    0,    0,    0,     ,    0,     
  208,20210120,   19,  190,  140,  140,  170,   88,   29, 9891,   80,    8,   66,     ,    5,    0,    0,    0,     ,    0,     
  208,20210120,   20,  190,  140,  130,  170,   87,   28, 9885,   80,    8,   66,     ,    5,    0,    0,    0,     ,    0,     
  208,20210120,   21,  190,  130,  120,  150,   81,   30, 9878,   75,    8,   70,     ,    5,    0,    0,    0,     ,    0,     
  208,20210120,   22,  200,  130,  140,  170,   87,   35, 9869,   64,    8,   69,   51,    7,    0,    1,    0,     ,    0,     
  208,20210120,   23,  190,  140,  140,  180,   91,   39, 9857,   75,    8,   70,   23,    7,    0,    1,    0,     ,    0,     
  208,20210120,   24,  180,  140,  140,  170,   89,   44, 9841,   75,    8,   73,    2,    7,    0,    0,    0,     ,    0,     
  208,20210121,    1,  180,  140,  150,  180,   90,   49, 9820,   75,    7,   75,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,    2,  180,  150,  160,  200,   97,   48, 9799,   75,    5,   71,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,    3,  180,  170,  170,  210,   98,   51, 9782,   75,    8,   72,   23,    7,    0,    1,    0,     ,    0,     
  208,20210121,    4,  190,  180,  190,  240,   95,   55, 9768,   46,    8,   75,   58,    7,    0,    1,    0,     ,    0,     
  208,20210121,    5,  210,  180,  150,  260,   84,   48, 9784,   67,    8,   78,   61,    7,    0,    1,    0,     ,    0,     
  208,20210121,    6,  230,  150,  150,  240,   61,   25, 9808,   65,    7,   77,   23,    7,    0,    1,    0,     ,    0,     
  208,20210121,    7,  230,  140,  130,  180,   58,   15, 9827,   72,    5,   73,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,    8,  210,  130,  110,  170,   59,   22, 9836,   67,    5,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,    9,  200,  120,  120,  160,   65,   20, 9843,   69,    5,   73,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   10,  210,  120,  110,  170,   61,   19, 9850,   69,    7,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   11,  210,  120,  130,  190,   67,   23, 9849,   71,    8,   73,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   12,  210,  160,  160,  220,   66,   28, 9844,   67,    7,   76,   51,    7,    0,    1,    0,     ,    0,     
  208,20210121,   13,  200,  150,  140,  220,   73,   32, 9838,   70,    7,   75,   23,    7,    0,    1,    0,     ,    0,     
  208,20210121,   14,  210,  150,  170,  220,   72,   33, 9837,   74,    8,   76,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   15,  200,  140,  120,  230,   76,   30, 9842,   68,    8,   73,    2,    7,    0,    0,    0,     ,    0,     
  208,20210121,   16,  200,  140,  130,  180,   74,   28, 9848,   73,    8,   72,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   17,  210,  130,  130,  200,   68,   28, 9847,   69,    1,   75,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   18,  210,  130,  140,  180,   62,   31, 9850,   72,    1,   80,    2,    7,    0,    0,    0,     ,    0,     
  208,20210121,   19,  210,  130,  140,  170,   61,   32, 9850,   70,    1,   82,     ,    5,    0,    0,    0,     ,    0,     
